nct_id,group_id,period_index,period_title,flow_title,protocol_label,arm_type,started,completed,noncompleted,attrition,count_valid,reason_sum,reason_reconciles,qc_flags
NCT01725282,FG002,0,Overall Study,Quetiapine 150 mg,Quetiapine 150 mg,EXPERIMENTAL,41,33,8,0.19512195121951215,True,8,True,
NCT01725282,FG003,0,Overall Study,Quetiapine 300 mg,Quetiapine 300 mg,EXPERIMENTAL,43,36,7,0.16279069767441856,True,7,True,
NCT01727726,FG000,0,Overall Study,Brexpiprazole + ADT,Brexpiprazole + ADT,EXPERIMENTAL,197,171,26,0.13197969543147203,True,,,
NCT01727726,FG001,0,Overall Study,Seroquel XR + ADT,Seroquel XR + ADT,ACTIVE_COMPARATOR,100,86,14,0.14,True,,,
NCT01727726,FG002,0,Overall Study,Placebo + ADT,Placebo + ADT,PLACEBO_COMPARATOR,206,186,20,0.09708737864077666,True,,,
NCT01874951,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,6,6,0,0.0,True,,,
NCT01874951,FG001,0,Overall Study,Naltrexone,Naltrexone,EXPERIMENTAL,6,6,0,0.0,True,,,
NCT02014363,FG000,0,Overall Study,ETS6103 (Low Dose),ETS6103 (low dose),EXPERIMENTAL,55,38,17,0.3090909090909091,True,,,
NCT02014363,FG001,0,Overall Study,ETS6103 (High Dose),ETS6103 (high dose),EXPERIMENTAL,54,35,19,0.35185185185185186,True,,,
NCT02014363,FG002,0,Overall Study,Amitriptyline,Amitriptyline,ACTIVE_COMPARATOR,55,31,24,0.4363636363636364,True,,,
NCT02015546,FG000,0,Overall Study,Vilazodone 10mg,Vilazodone 10mg,EXPERIMENTAL,23,20,3,0.13043478260869568,True,3,True,
NCT02015546,FG001,0,Overall Study,Vilazodone 20mg,Vilazodone 20mg,EXPERIMENTAL,21,19,2,0.09523809523809523,True,2,True,
NCT02015546,FG002,0,Overall Study,Vilazodone 40mg,Vilazodone 40mg,EXPERIMENTAL,26,22,4,0.15384615384615385,True,4,True,
NCT02046564,FG000,0,Overall Study,ASC-01,ASC-01,EXPERIMENTAL,209,194,15,0.0717703349282297,True,15,True,
NCT02046564,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,203,183,20,0.09852216748768472,True,20,True,
NCT02085135,FG000,0,Overall Study,1-Week Titration,,,34,23,11,0.32352941176470584,True,11,True,
NCT02085135,FG001,0,Overall Study,2-Week Titration,,,32,23,9,0.28125,True,9,True,
NCT02116361,FG000,0,Overall Study,Placebo (Normal Saline) for onabotulinumtoxinA 50 U,,,69,38,31,0.4492753623188406,True,31,True,
NCT02116361,FG001,0,Overall Study,onabotulinumtoxinA 50 U,onabotulinumtoxinA 50 U,EXPERIMENTAL,65,34,31,0.4769230769230769,True,31,True,
NCT02116361,FG002,0,Overall Study,Placebo (Normal Saline) for onabotulinumtoxinA 30 U,,,59,33,26,0.44067796610169496,True,26,True,
NCT02116361,FG003,0,Overall Study,onabotulinumtoxinA 30 U,onabotulinumtoxinA 30 U,EXPERIMENTAL,65,34,31,0.4769230769230769,True,31,True,
NCT02158546,FG000,0,Overall Study,Group 1 - ALKS 5461 2mg/2mg,,,152,133,19,0.125,True,19,True,
NCT02158546,FG001,0,Overall Study,Group 1 - Placebo,,,153,136,17,0.11111111111111116,True,17,True,
NCT02158546,FG002,0,Overall Study,Group 2 ALKS 5461 2mg/2mg,,,18,14,4,0.2222222222222222,True,4,True,
NCT02158546,FG003,0,Overall Study,Group 2 - Placebo,,,19,13,6,0.3157894736842105,True,6,True,
NCT02176291,FG000,0,Overall Study,Buprenorphine,Buprenorphine,EXPERIMENTAL,20,15,5,0.25,True,5,True,
NCT02176291,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,11,11,0,0.0,True,0,True,
NCT02181231,FG000,0,Overall Study,Buprenorphine,,,12,10,2,0.16666666666666663,True,,,
NCT02181231,FG001,0,Overall Study,Placebo,,,6,6,0,0.0,True,,,
NCT02185131,FG000,0,Overall Study,Mirtazapine,Mirtazapine,ACTIVE_COMPARATOR,7,6,1,0.1428571428571429,True,,,
NCT02185131,FG001,0,Overall Study,Placebo,Placebo,ACTIVE_COMPARATOR,9,8,1,0.11111111111111116,True,,,
NCT02191397,FG000,0,Overall Study,Bupropion XL,,,266,183,83,0.3120300751879699,True,83,True,
NCT02191397,FG001,0,Overall Study,Escitalopram,,,268,198,70,0.26119402985074625,True,70,True,
NCT02376257,FG000,0,Overall Study,250 mg DCS,250 mg DCS,ACTIVE_COMPARATOR,13,13,0,0.0,True,,,
NCT02376257,FG001,0,Overall Study,100 mg Modafinil,100 mg modafinil,ACTIVE_COMPARATOR,12,12,0,0.0,True,,,
NCT02376257,FG002,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,11,11,0,0.0,True,,,
NCT02389816,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,164,149,15,0.09146341463414631,True,15,True,
NCT02389816,FG001,0,Overall Study,Vortioxetine 10 mg,Vortioxetine 10 mg,EXPERIMENTAL,165,152,13,0.07878787878787874,True,13,True,
NCT02389816,FG002,0,Overall Study,Vortioxetine 20 mg,Vortioxetine 20 mg,EXPERIMENTAL,164,152,12,0.07317073170731703,True,12,True,
NCT02395978,FG000,0,Overall Study,Part I: 1 PDC-1421 Capsule,Part I: 1 PDC-1421 Capsule,EXPERIMENTAL,6,6,0,0.0,True,,,
NCT02395978,FG001,0,Overall Study,Part I: 2 PDC-1421 Capsule,Part I: 2 PDC-1421 Capsule,EXPERIMENTAL,6,6,0,0.0,True,,,
NCT02395978,FG002,0,Overall Study,Part II: 2 PDC-1421 Capsule,Part II: 2 PDC-1421 Capsule,EXPERIMENTAL,21,19,2,0.09523809523809523,True,,,
NCT02395978,FG003,0,Overall Study,Part II: 1 PDC-1421 Capsule Plus 1 Placebo,Part II: 1 PDC-1421 Capsule plus 1 placebo,EXPERIMENTAL,19,14,5,0.26315789473684215,True,,,
NCT02395978,FG004,0,Overall Study,Part II: 2 Placebo,Part II: 2 placebo,PLACEBO_COMPARATOR,20,15,5,0.25,True,,,
NCT02458690,FG000,0,Overall Study,eIMPACT,eIMPACT,EXPERIMENTAL,107,99,8,0.07476635514018692,True,,,
NCT02458690,FG001,0,Overall Study,Usual Care,Usual Care,ACTIVE_COMPARATOR,109,100,9,0.08256880733944949,True,,,
NCT02461927,FG000,0,Overall Study,Ketamine + Naltrexone,Ketamine + Naltrexone,EXPERIMENTAL,22,16,6,0.2727272727272727,True,,,
NCT02461927,FG001,0,Overall Study,Ketamine + Placebo,Ketamine + Placebo,EXPERIMENTAL,21,10,11,0.5238095238095238,True,,,
NCT02461927,FG002,0,Overall Study,Placebo (Psychoactive Placebo Midazolam) + Placebo,Placebo (psychoactive placebo midazolam) + Placebo,PLACEBO_COMPARATOR,22,15,7,0.31818181818181823,True,,,
NCT02473289,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,99,88,11,0.11111111111111116,True,11,True,
NCT02473289,FG001,0,Overall Study,Sirukumab 50 mg,,,94,81,13,0.13829787234042556,True,13,True,
NCT02553915,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,15,11,4,0.2666666666666667,True,,,
NCT02553915,FG001,0,Overall Study,EPA 1 g/Day,EPA 1 g/day,EXPERIMENTAL,15,14,1,0.06666666666666665,True,,,
NCT02553915,FG002,0,Overall Study,EPA 2 g/Day,EPA 2 g/day,EXPERIMENTAL,15,12,3,0.19999999999999996,True,,,
NCT02553915,FG003,0,Overall Study,EPA 4 g/Day,EPA 4 g/day,EXPERIMENTAL,16,13,3,0.1875,True,,,
NCT02646449,FG000,0,Overall Study,Mirtazapine,Mirtazapine,ACTIVE_COMPARATOR,4,4,0,0.0,True,,,
NCT02646449,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,3,3,0,0.0,True,,,
NCT02674529,FG000,0,Overall Study,Antidepressant Treatment,Antidepressant Treatment,ACTIVE_COMPARATOR,25,22,3,0.12,True,3,True,
NCT02674529,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,29,24,5,0.1724137931034483,True,5,True,
NCT02720198,FG000,0,Overall Study,Levomilnacipran,Levomilnacipran,ACTIVE_COMPARATOR,29,29,0,0.0,True,0,True,
NCT02720198,FG001,0,Overall Study,Quetiapine,Quetiapine,ACTIVE_COMPARATOR,31,30,1,0.032258064516129004,True,1,True,
NCT02914769,FG000,0,Overall Study,Placebo,placebo,PLACEBO_COMPARATOR,18,15,3,0.16666666666666663,True,3,True,
NCT02914769,FG001,0,Overall Study,Ayahuasca,Ayahuasca,EXPERIMENTAL,17,14,3,0.17647058823529416,True,3,True,
NCT02932943,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,227,222,5,0.022026431718061623,True,5,True,
NCT02932943,FG001,0,Overall Study,Rapastinel 450 mg,Rapastinel 450 mg,EXPERIMENTAL,231,224,7,0.030303030303030276,True,7,True,
NCT02943564,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,217,207,10,0.04608294930875578,True,10,True,
NCT02943564,FG001,0,Overall Study,Rapastinel 225 mg,Rapastinel 225 mg,EXPERIMENTAL,211,198,13,0.06161137440758291,True,13,True,
NCT02943564,FG002,0,Overall Study,Rapastinel 450 mg,Rapastinel 450 mg,EXPERIMENTAL,210,201,9,0.042857142857142816,True,9,True,
NCT02943577,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,209,204,5,0.02392344497607657,True,5,True,
NCT02943577,FG001,0,Overall Study,Rapastinel 450 mg,Rapastinel 450 mg,EXPERIMENTAL,206,201,5,0.024271844660194164,True,5,True,
NCT03000530,FG000,0,Overall Study,Part A: SAGE-217,Part A: SAGE-217,EXPERIMENTAL,13,13,0,0.0,True,0,True,
NCT03000530,FG001,0,Overall Study,Part B: Placebo,Part B: Placebo,PLACEBO_COMPARATOR,44,39,5,0.11363636363636365,True,5,True,
NCT03000530,FG002,0,Overall Study,Part B: SAGE-217,Part B: SAGE-217,EXPERIMENTAL,45,41,4,0.0888888888888889,True,4,True,
NCT03018340,FG000,0,Overall Study,Pimavanserin 34 mg + SSRI/SNRI,Pimavanserin 34 mg + SSRI/SNRI,EXPERIMENTAL,52,44,8,0.15384615384615385,True,8,True,
NCT03018340,FG001,0,Overall Study,Placebo + SSRI/SNRI,Placebo + SSRI/SNRI,PLACEBO_COMPARATOR,155,125,30,0.19354838709677424,True,30,True,
NCT03039192,FG000,0,Overall Study,Placebo Plus SOC Antidepressant Treatment,,,112,80,32,0.2857142857142857,True,32,True,
NCT03039192,FG001,0,Overall Study,Esketamine 84 mg Plus SOC Antidepressant Treatment,,,114,84,30,0.26315789473684215,True,30,True,
NCT03051256,FG000,0,Overall Study,REL-1017 25 mg,REL-1017 25 mg,EXPERIMENTAL,19,19,0,0.0,True,,,
NCT03051256,FG001,0,Overall Study,REL-1017 50 mg,REL-1017 50 mg,EXPERIMENTAL,21,21,0,0.0,True,,,
NCT03051256,FG002,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,22,21,1,0.045454545454545414,True,,,
NCT03097133,FG000,0,Overall Study,Placebo + Standard of Care (SOC),,,115,85,30,0.26086956521739135,True,30,True,
NCT03097133,FG001,0,Overall Study,Esketamine 84 mg + SOC,,,115,81,34,0.29565217391304344,True,34,True,
NCT03113968,FG000,0,Overall Study,Electroconvulsive Therapy (ECT),electroconvulsive therapy (ECT),ACTIVE_COMPARATOR,203,172,31,0.15270935960591137,True,31,True,
NCT03113968,FG001,0,Overall Study,Ketamine Infusion,ketamine infusion,ACTIVE_COMPARATOR,200,196,4,0.020000000000000018,True,4,True,
NCT03181529,FG000,0,Overall Study,Immediate Treatment,Immediate Treatment,EXPERIMENTAL,15,13,2,0.1333333333333333,True,2,True,
NCT03181529,FG001,0,Overall Study,Delayed Treatment,Delayed Treatment,EXPERIMENTAL,12,11,1,0.08333333333333337,True,1,True,
NCT03193398,FG000,0,Overall Study,BTRX-246040,BTRX-246040,EXPERIMENTAL,53,38,15,0.28301886792452835,True,,,
NCT03193398,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,51,35,16,0.3137254901960784,True,,,
NCT03429075,FG000,0,Overall Study,Psilocybin,Psilocybin,EXPERIMENTAL,30,30,0,0.0,True,,,
NCT03429075,FG001,0,Overall Study,Escitalopram,Escitalopram,ACTIVE_COMPARATOR,29,29,0,0.0,True,,,
NCT03433339,FG000,0,Overall Study,Active Treatment,Active Treatment,EXPERIMENTAL,10,8,2,0.19999999999999996,True,2,True,
NCT03433339,FG001,0,Overall Study,Sham Treatment,Sham Treatment,SHAM_COMPARATOR,10,6,4,0.4,True,4,True,
NCT03446846,FG000,0,Overall Study,5.0 mg MIN-117,5.0 mg MIN-117,EXPERIMENTAL,90,83,7,0.07777777777777772,True,,,
NCT03446846,FG001,0,Overall Study,2.5 mg MIN-117,2.5 mg MIN-117,EXPERIMENTAL,92,87,5,0.05434782608695654,True,,,
NCT03446846,FG002,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,178,162,16,0.0898876404494382,True,,,
NCT03586427,FG000,0,Overall Study,AGN-241751 Dose 1,AGN-241751 Dose 1,EXPERIMENTAL,48,48,0,0.0,True,0,True,
NCT03586427,FG001,0,Overall Study,AGN-241751 Dose 2,AGN-241751 Dose 2,EXPERIMENTAL,50,46,4,0.07999999999999996,True,4,True,
NCT03586427,FG002,0,Overall Study,AGN-241751 Dose 3,AGN-241751 Dose 3,EXPERIMENTAL,52,46,6,0.11538461538461542,True,6,True,
NCT03586427,FG003,0,Overall Study,AGN-241751 Dose 4,AGN-241751 Dose 4,EXPERIMENTAL,50,46,4,0.07999999999999996,True,4,True,
NCT03586427,FG004,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,51,46,5,0.0980392156862745,True,5,True,
NCT03595579,FG000,0,Overall Study,AXS-05,AXS-05,EXPERIMENTAL,48,38,10,0.20833333333333337,True,,,
NCT03595579,FG001,0,Overall Study,Bupropion,Bupropion,ACTIVE_COMPARATOR,49,35,14,0.2857142857142857,True,,,
NCT03697603,FG000,0,Overall Study,Brexpiprazole 1 mg,,,250,238,12,0.04800000000000004,True,12,True,
NCT03697603,FG001,0,Overall Study,Brexpiprazole 2 mg,,,246,219,27,0.1097560975609756,True,27,True,
NCT03697603,FG002,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,244,232,12,0.049180327868852514,True,12,True,
NCT03726658,FG000,0,Overall Study,AGN-241751 3mg Daily,,,26,25,1,0.038461538461538436,True,1,True,
NCT03726658,FG001,0,Overall Study,AGN-241751 10mg Daily,,,26,26,0,0.0,True,0,True,
NCT03726658,FG002,0,Overall Study,AGN-241751 25mg Daily,,,26,24,2,0.07692307692307687,True,2,True,
NCT03726658,FG003,0,Overall Study,Placebo Daily,,,25,25,0,0.0,True,0,True,
NCT03726658,FG004,0,Overall Study,AGN-241751 3mg Two Times Per Day,,,40,34,6,0.15000000000000002,True,6,True,
NCT03726658,FG005,0,Overall Study,AGN-241751 25mg Two Times Per Day,,,40,35,5,0.125,True,5,True,
NCT03726658,FG006,0,Overall Study,Placebo 2 Times Per Day,,,41,36,5,0.12195121951219512,True,5,True,
NCT03866174,FG000,0,Overall Study,Psilocybin,Psilocybin,EXPERIMENTAL,51,50,1,0.019607843137254943,True,1,True,
NCT03866174,FG001,0,Overall Study,Niacin,Niacin,ACTIVE_COMPARATOR,53,42,11,0.2075471698113207,True,11,True,
NCT03968159,FG000,0,Overall Study,Pimavanserin,,,148,135,13,0.08783783783783783,True,13,True,
NCT03968159,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,150,135,15,0.09999999999999998,True,15,True,
NCT04019704,FG000,0,Overall Study,AXS-05,AXS-05,EXPERIMENTAL,163,123,40,0.245398773006135,True,,,
NCT04019704,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,164,147,17,0.10365853658536583,True,,,
NCT04080752,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,112,99,13,0.1160714285714286,True,13,True,
NCT04080752,FG001,0,Overall Study,JNJ-61393215 135 Milligrams (mg),,,110,104,6,0.054545454545454564,True,6,True,
NCT04103892,FG000,0,Overall Study,Part A - CLE-100 (Oral Esketamine),Part A - CLE-100 (oral esketamine),EXPERIMENTAL,13,12,1,0.07692307692307687,True,1,True,
NCT04103892,FG001,0,Overall Study,Part A - Placebo,Part A - Placebo,PLACEBO_COMPARATOR,3,3,0,0.0,True,0,True,
NCT04103892,FG002,0,Overall Study,Part B - CLE-100 (Oral Esketamine),Part B - CLE-100 (oral esketamine),EXPERIMENTAL,72,66,6,0.08333333333333337,True,6,True,
NCT04103892,FG003,0,Overall Study,Part B - Placebo,Part B - Placebo,PLACEBO_COMPARATOR,58,48,10,0.1724137931034483,True,10,True,
NCT04116528,FG000,0,Overall Study,Buprenorphrine After Ketamine Infusion,,,25,23,2,0.07999999999999996,True,,,
NCT04116528,FG001,0,Overall Study,Placebo After Ketamine Infusion,,,25,22,3,0.12,True,,,
NCT04221230,FG000,0,Overall Study,NMRA-335140,,,102,72,30,0.2941176470588235,True,30,True,
NCT04221230,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,102,64,38,0.37254901960784315,True,38,True,
NCT04244253,FG000,0,Overall Study,OPC-64005 10-mg,,,31,28,3,0.09677419354838712,True,3,True,
NCT04244253,FG001,0,Overall Study,OPC-64005 20-mg,,,121,116,5,0.04132231404958675,True,5,True,
NCT04244253,FG002,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,121,109,12,0.09917355371900827,True,12,True,
NCT04338321,FG000,0,Overall Study,Esketamine Nasal Spray + Oral Antidepressant (AD),,,336,274,62,0.18452380952380953,True,62,True,
NCT04338321,FG001,0,Overall Study,Quetiapine Extended Release (XR) + Oral AD,,,340,232,108,0.3176470588235294,True,108,True,
NCT04345471,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,204,185,19,0.09313725490196079,True,19,True,
NCT04345471,FG001,0,Overall Study,MD-120 50 mg,MD-120 50 mg,EXPERIMENTAL,207,195,12,0.05797101449275366,True,12,True,
NCT04345471,FG002,0,Overall Study,MD-120 100 mg,MD-120 100 mg,EXPERIMENTAL,204,186,18,0.08823529411764708,True,18,True,
NCT04395183,FG000,0,Overall Study,5-HTP + Placebo,5-HTP + Placebo,ACTIVE_COMPARATOR,11,10,1,0.09090909090909094,True,1,True,
NCT04395183,FG001,0,Overall Study,Creatine + Placebo,Creatine + Placebo,ACTIVE_COMPARATOR,10,10,0,0.0,True,0,True,
NCT04395183,FG002,0,Overall Study,Creatine + 5-HTP,Creatine + 5-HTP,ACTIVE_COMPARATOR,11,9,2,0.18181818181818177,True,2,True,
NCT04395183,FG003,0,Overall Study,Double Placebo,Double Placebo,PLACEBO_COMPARATOR,11,9,2,0.18181818181818177,True,2,True,
NCT04437485,FG000,0,Overall Study,eIMPACT-DM Intervention,eIMPACT-DM intervention,EXPERIMENTAL,24,21,3,0.125,True,,,
NCT04437485,FG001,0,Overall Study,Active Control,Active Control,ACTIVE_COMPARATOR,22,18,4,0.18181818181818177,True,,,
NCT04442490,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,272,235,37,0.13602941176470584,True,37,True,
NCT04442490,FG001,0,Overall Study,SAGE-217 50 mg,SAGE-217 50 mg,EXPERIMENTAL,271,242,29,0.1070110701107011,True,29,True,
NCT04476030,FG000,0,Overall Study,Placebo + Assigned ADT,Placebo + Assigned ADT,ACTIVE_COMPARATOR,220,177,43,0.19545454545454544,True,43,True,
NCT04476030,FG001,0,Overall Study,SAGE-217 + Assigned ADT,SAGE-217 + Assigned ADT,EXPERIMENTAL,220,180,40,0.18181818181818177,True,40,True,
NCT04479852,FG000,0,Overall Study,SP-624,SP-624,EXPERIMENTAL,163,133,30,0.18404907975460127,True,,,
NCT04479852,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,156,130,26,0.16666666666666663,True,,,
NCT04504253,FG000,0,Overall Study,Creatine Monohydrate,Creatine monohydrate,EXPERIMENTAL,9,6,3,0.33333333333333337,True,,,
NCT04504253,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,9,6,3,0.33333333333333337,True,,,
NCT04521478,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,129,116,13,0.10077519379844957,True,13,True,
NCT04521478,FG001,0,Overall Study,5 mg BI 1358894,5 mg BI 1358894,EXPERIMENTAL,36,31,5,0.13888888888888884,True,5,True,
NCT04521478,FG002,0,Overall Study,25 mg BI 1358894,25 mg BI 1358894,EXPERIMENTAL,39,33,6,0.15384615384615385,True,6,True,
NCT04521478,FG003,0,Overall Study,75 mg BI 1358894,75 mg BI 1358894,EXPERIMENTAL,39,34,5,0.1282051282051282,True,5,True,
NCT04521478,FG004,0,Overall Study,125 mg BI 1358894,125 mg BI 1358894,EXPERIMENTAL,74,67,7,0.09459459459459463,True,7,True,
NCT04521478,FG005,0,Overall Study,Quetiapine,Quetiapine,ACTIVE_COMPARATOR,72,59,13,0.18055555555555558,True,13,True,
NCT04688164,FG000,0,Overall Study,REL-1017,REL-1017,EXPERIMENTAL,113,106,7,0.06194690265486724,True,,,
NCT04688164,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,114,99,15,0.13157894736842102,True,,,
NCT04985942,FG000,0,Overall Study,Lumateperone 42 mg,Lumateperone 42 mg,EXPERIMENTAL,241,220,21,0.08713692946058094,True,21,True,
NCT04985942,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,243,232,11,0.04526748971193417,True,11,True,
NCT05061706,FG000,0,Overall Study,Lumateperone 42 mg,Lumateperone 42 mg,EXPERIMENTAL,242,205,37,0.15289256198347112,True,37,True,
NCT05061706,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,238,224,14,0.05882352941176472,True,14,True,
NCT05081167,FG000,0,Overall Study,REL-1017,REL-1017,EXPERIMENTAL,116,108,8,0.06896551724137934,True,,,
NCT05081167,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,116,102,14,0.12068965517241381,True,,,
NCT05165394,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,47,41,6,0.12765957446808507,True,6,True,
NCT05165394,FG001,0,Overall Study,NBI-1065846,,,46,42,4,0.08695652173913049,True,4,True,
NCT05455684,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,259,244,15,0.05791505791505791,True,15,True,
NCT05455684,FG001,0,Overall Study,Aticaprant 10 mg,,,254,240,14,0.055118110236220486,True,14,True,
NCT05550532,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,225,211,14,0.06222222222222218,True,14,True,
NCT05550532,FG001,0,Overall Study,Aticaprant 10 mg,,,219,209,10,0.045662100456621,True,10,True,
NCT05680727,FG000,0,Overall Study,Connectivity-based Targeting,,,20,20,0,0.0,True,,,
NCT05680727,FG001,0,Overall Study,Scalp-based Targeting,,,20,20,0,0.0,True,,,
NCT05686408,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,68,58,10,0.1470588235294118,True,,,
NCT05686408,FG001,0,Overall Study,"TNX-601 ER, 39.4 mg","TNX-601 ER, 39.4 mg",EXPERIMENTAL,64,53,11,0.171875,True,,,
NCT06126497,FG000,0,Overall Study,"Ropanicant 45 mg, QD",,,14,12,2,0.1428571428571429,True,,,
NCT06126497,FG001,0,Overall Study,"Ropanicant 30 mg, BID",,,14,12,2,0.1428571428571429,True,,,
NCT06126497,FG002,0,Overall Study,"Ropanicant 45 mg, BID",,,13,13,0,0.0,True,,,
NCT06280235,FG000,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,79,76,3,0.03797468354430378,True,3,True,
NCT06280235,FG001,0,Overall Study,5 mg BI 1569912,5 mg BI 1569912,EXPERIMENTAL,40,35,5,0.125,True,5,True,
NCT06280235,FG002,0,Overall Study,10 mg BI 1569912,10 mg BI 1569912,EXPERIMENTAL,41,38,3,0.07317073170731703,True,3,True,
NCT06280235,FG003,0,Overall Study,20 mg BI 1569912,20 mg BI 1569912,EXPERIMENTAL,83,75,8,0.09638554216867468,True,8,True,
NCT06340958,FG000,0,Overall Study,CLE-100,CLE-100,EXPERIMENTAL,50,40,10,0.19999999999999996,True,10,True,
NCT06340958,FG001,0,Overall Study,Placebo,Placebo,PLACEBO_COMPARATOR,49,42,7,0.1428571428571429,True,7,True,
NCT06558344,FG000,0,Overall Study,Placebo-matching BI 1569912,Placebo-matching BI 1569912,PLACEBO_COMPARATOR,76,63,13,0.17105263157894735,True,13,True,
NCT06558344,FG001,0,Overall Study,5 mg BI 1569912,5 mg BI 1569912,EXPERIMENTAL,35,29,6,0.17142857142857137,True,6,True,
NCT06558344,FG002,0,Overall Study,10 mg BI 1569912,10 mg BI 1569912,EXPERIMENTAL,41,35,6,0.14634146341463417,True,6,True,
NCT06558344,FG003,0,Overall Study,20 mg BI 1569912,20 mg BI 1569912,EXPERIMENTAL,73,66,7,0.09589041095890416,True,7,True,
