nct_id,title,conditions,eligible,exclusion_flags,period_count
NCT01880593,Ketamine Plus Lithium in Treatment-Resistant Depression,Depression,False,explicit_major_depression,1
NCT01882829,Nuedexta in Treatment-Resistant Major Depression,Major Depressive Disorder | Treatment Resistant,False,randomized;parallel,1
NCT01920555,"Double-Blind, Placebo-Controlled Trial of Ketamine Therapy in Treatment-Resistant Depression (TRD)",Treatment Resistant Depression,False,explicit_major_depression,1
NCT01942733,Study of Brexpiprazole as Adjunctive Treatment of Sleep Disturbances in Patients With Major Depressive Disorder,Sleep Disturbances,False,randomized;parallel;explicit_major_depression,1
NCT01942785,Study of Brexpiprazole as Adjunctive Treatment of Irritability in Patients With Major Depressive Disorder and an Inadequate Response to Antidepressant Therapy,Major Depressive Disorder | Irritability,False,randomized;parallel,1
NCT01944293,Ketamine for Suicidality in Bipolar Depression,Bipolar Disorder | Major Depressive Episode | Suicidal Ideation,False,no_mixed_bipolar_schizophrenia,1
NCT02012218,Brexpiprazole as Adjunctive Therapy With Major Depressive Disorder and an Inadequate Response to Previous Adjunctive Therapy,Major Depressive Disorder (MDD),False,randomized;parallel,1
NCT02013531,Brexpiprazole (OPC-34712) as an Adjunctive Treatment in Adults With Major Depressive Disorder and Anxiety Symptoms,Major Depressive Disorder | Anxiety,False,randomized;parallel,1
NCT02013609,"Brexpiprazole (OPC-34712) as an Adjunctive Treatment in Active Adults, 18 to 35 Years Old, With Major Depressive Disorder Who Are in a School or Work Environment",MDD,False,randomized;parallel,1
NCT02014363,Safety and Efficacy Study Comparing ETS6103 With Amitriptyline in the Treatment of Major Depressive Disorder (MDD),Major Depressive Disorder,True,,1
NCT02015546,Switching From Generic Selective Serotonin Reuptake Inhibitors (SSRIs) and Selective Serotonin and Norepinephrine Reuptake Inhibitors (SNRIs) to Three Different Dose Initiation Strategies With Vilazodone,Major Depressive Disorder (MDD),True,,1
NCT02046564,Assess the Efficacy and Safety of ASC-01 in Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT02078817,Ketamine in Adolescents With Treatment-Resistant Depression,Major Depressive Disorder,False,randomized;parallel,1
NCT02085135,A Study of Different Titration Schedules of ALKS 5461 in Adults With Major Depressive Disorder (MDD),Major Depressive Disorder,True,,1
NCT02094898,Ketamine for Depression and Suicide Risk,Depression | Suicide,False,randomized;parallel;explicit_major_depression,1
NCT02116361,OnabotulinumtoxinA as Treatment for Major Depressive Disorder in Adult Females,"Depressive Disorder, Major",True,,1
NCT02133001,"A Double-blind Study to Assess the Efficacy and Safety of Intranasal Esketamine for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Participants Who Are Assessed to be at Imminent Risk for Suicide",Major Depressive Disorder,True,,2
NCT02139540,Nitrous Oxide as Treatment for Major Depression - a Pilot Study,Depression | Major Depressive Disorder,False,parallel,1
NCT02141399,A Long-Term Safety Study of ALKS 5461,Major Depressive Disorder,False,randomized;parallel,1
NCT02149836,Study to Treat Major Depressive Disorder (MDD) With a New Medication,Major Depressive Disorder | Depression,False,randomized;parallel,1
NCT02158533,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - the FORWARD-4 Study,Major Depressive Disorder,True,,2
NCT02158546,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - the FORWARD-3 Study,Major Depressive Disorder,True,,1
NCT02176291,Incomplete Response in Late-Life Depression: Getting to Remission With Buprenorphine,Depression | Major Depressive Disorder,True,,1
NCT02181231,Buprenorphine Used With Treatment Resistant Depression in Older Adults,Major Depressive Disorder | Depression,True,,1
NCT02185131,Double-blind Pilot Trial of Mirtazapine for the Treatment of Co-occurring AD/MDD.,Major Depressive Disorder | Alcohol Use Disorder,True,,1
NCT02191397,"Study to Evaluate the Efficacy, Safety and Tolerability of Bupropion Hydrochloride Extended-release Tablet, and Escitalopram Oxalate Capsule in Subjects With Major Depressive Disorder","Depressive Disorder, Major",True,,1
NCT02196506,Study of the Safety and Efficacy of Fixed-dose Brexpiprazole (OPC-34712) as Adjunctive Therapy in the Treatment of Adults With Major Depressive Disorder With and Without Anxious Distress,"Depressive Disorder | Depression | Depressive Disorder, Major | Mood Disorders | Mental Disorders",True,,3
NCT02218008,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - FORWARD-5 Study,Major Depressive Disorder,True,,2
NCT02285504,Evaluate SAGE-547 in Female Participants With Severe Postpartum Depression,Postpartum Depression,False,randomized;parallel;explicit_major_depression,1
NCT02358343,A Trial of Sertraline vs. CBT for End-stage Renal Disease Patients With Depression {ASCEND},Depression | End Stage Renal Disease,False,explicit_major_depression,2
NCT02362412,Study to Evaluate the Effects of Switching Different Strength Forms of FK949E in Bipolar Disorder Patients With Major Depressive Episodes,Bipolar Depression,False,parallel;explicit_major_depression;no_mixed_bipolar_schizophrenia,2
NCT02372799,Safety and Efficacy of Vilazodone in Pediatric Patients With Major Depressive Disorder (VLZ-MD-22),Major Depressive Disorder,True,,2
NCT02376257,Improving Therapeutic Learning in Depression: Proof of Concept,Major Depressive Disorder,True,,1
NCT02389816,A Phase 3 Study of Lu AA21004 in Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT02395978,A Phase II Study of PDC-1421 Capsule to Evaluate the Safety and Efficacy in Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT02400346,Evaluation of the Safety of Adjunct Brexpiprazole in Elderly Patients With Major Depressive Disorder and an Inadequate Response to Antidepressant Treatment,Major Depression Disorder,False,randomized;parallel,1
NCT02418195,"miRNAs, Suicide, and Ketamine - Plasma Exosomal microRNAs as Novel Biomarkers for Suicidality and Treatment Outcome",Major Depressive Disorder,False,randomized,1
NCT02431806,Safety and Efficacy of Levomilnacipran ER in Adolescent Participants With Major Depressive Disorder,Major Depressive Disorder,True,,2
NCT02436239,A Study of Vilazodone in Pediatric Patients With Major Depressive Disorder,Major Depressive Disorder,False,randomized;parallel,2
NCT02458690,eIMPACT Trial: Modernized Collaborative Care to Reduce the Excess CVD Risk of Older Depressed Patients,Depression | Major Depressive Disorder | Dysthymic Disorder | Depressive Symptoms | Cardiovascular Diseases | Heart Diseases | Coronary Artery Disease | Stroke,True,,1
NCT02461927,Ketamine for the Rapid Treatment of Major Depressive Disorder and Alcohol Use Disorder,Major Depressive Disorder | Alcohol Use Disorder,True,,1
NCT02473289,An Efficacy and Safety Study of Sirukumab in Participants With Major Depressive Disorder,"Depressive Disorder, Major",True,,1
NCT02473783,The Serotonin Transporter Availability for Prognosing Major Depressive Disorder (MDD) Treatment and Detecting MDD,Major Depressive Disorder,False,randomized;parallel,1
NCT02484456,Antidepressant Effects of the Glycine Receptor Antagonist AV-101 (4-chlorokynurenine) in Major Depressive Disorder,Major Depression,False,parallel,5
NCT02498392,"An Efficacy, Safety and Tolerability Study of JNJ-42165279 in Participants With Major Depressive Disorder With Anxious Distress",Depressive Disorder | Anxiety,False,explicit_major_depression,2
NCT02507219,Study of Ibuprofen Effects on Brain Function,Major Depressive Disorder,False,parallel,1
NCT02553915,Omega-3 Fatty Acids for Major Depressive Disorder With High Inflammation: A Personalized Approach,Major Depressive Disorder | Overweight | Inflammation,True,,1
NCT02600494,Clinical Trial Evaluating ITI-007 (Lumateperone) as a Monotherapy for the Treatment of Bipolar Depression,Bipolar Depression,False,explicit_major_depression;no_mixed_bipolar_schizophrenia,2
NCT02600507,Clinical Trial Evaluating ITI-007 as an Adjunctive Therapy to Lithium or Valproate for the Treatment of Bipolar Depression,Bipolar Depression,False,explicit_major_depression;no_mixed_bipolar_schizophrenia,1
NCT02614547,A Study to Evaluate SAGE-547 in Participants With Severe Postpartum Depression,Severe Postpartum Depression,False,explicit_major_depression,1
NCT02646449,Treatment of Young Adults With Comorbid AUD/MDD: A Pilot Medication Trial,Major Depressive Disorder | Alcohol Use Disorder,True,,1
NCT02674529,Study of Neural Responses Induced by Antidepressant Effects,Major Depressive Disorder,True,,1
NCT02709655,Active Reference (Fluoxetine) Fixed-dose Study of Vortioxetine in Paediatric Participants Aged 7 to 11 Years With Major Depressive Disorder (MDD),"Depressive Disorder, Major",True,,2
NCT02709746,Active Reference (Fluoxetine) Fixed-dose Study of Vortioxetine in Paediatric Patients Aged 12 to 17 Years With Major Depressive Disorder (MDD),"Depressive Disorder, Major",True,,2
NCT02720198,Levomilnacipran ER vs. Adjunctive Quetiapine for Adults With Inadequate Relief With SSRIs in MDD,Major Depressive Disorder,True,,1
NCT02722967,Exploratory Trial to Assess the Functionality of an Integrated Call Center for the Digital Medicine System,Schizophrenia | Major Depressive Disorder | Bipolar I Disorder,False,randomized;parallel;no_mixed_bipolar_schizophrenia,1
NCT02914769,Antidepressant Effects of Ayahuasca: a Randomized Placebo Controlled Trial in Treatment Resistant Depression,Major Depression,True,,1
NCT02932943,A Study of Rapastinel as Adjunctive Therapy in Major Depressive Disorder (RAP-MD-01),"Depressive Disorder, Major",True,,1
NCT02942004,A Study to Evaluate Efficacy and Safety of SAGE-547 in Participants With Severe Postpartum Depression (547-PPD-202B),Postpartum Depression,False,explicit_major_depression,1
NCT02942017,A Study to Evaluate Safety and Efficacy of SAGE-547 in Participants With Moderate Postpartum Depression (547-PPD-202C),Postpartum Depression,False,explicit_major_depression,1
NCT02943564,A Study of Rapastinel as Adjunctive Therapy in Major Depressive Disorder (RAP-MD-02),"Depressive Disorder, Major",True,,1
NCT02943577,A Study of Rapastinel as Adjunctive Therapy in Major Depressive Disorder (RAP-MD-03),"Depressive Disorder, Major",True,,1
NCT02951988,A Study of Rapastinel as Adjunctive Therapy in the Prevention of Relapse in Patients With Major Depressive Disorder,"Depressive Disorder, Major",True,,2
NCT02974010,Sequential Therapy for the Treatment of Severe Bipolar Depression.,"Bipolar Depression | Suicidal Ideas | Suicidal Ideation | Suicide, Attempted",False,parallel;explicit_major_depression;no_mixed_bipolar_schizophrenia,1
NCT02978326,A Study to Evaluate SAGE-217 in Participants With Severe Postpartum Depression,Postpartum Depression,False,explicit_major_depression,2
NCT03000530,A Study to Evaluate SAGE-217 in Participants With Moderate to Severe Major Depressive Disorder,Major Depression,True,,1
NCT03002077,Long-term Safety Study of Rapastinel as Adjunctive Therapy in Patients With Major Depressive Disorder,"Depressive Disorder, Major",False,randomized;parallel,1
NCT03018340,Study to Evaluate the Efficacy and Safety of Adjunctive Pimavanserin in Major Depressive Disorder (CLARITY),Adjunctive Treatment of Major Depressive Disorder,True,,1
NCT03039192,"54135419SUI3001: A Study to Evaluate the Efficacy and Safety of Intranasal Esketamine in Addition to Comprehensive Standard of Care for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Adult Participants Assessed to be at Imminent Risk for Suicide","Depressive Disorder, Major",True,,1
NCT03043560,Study to Treat Major Depressive Disorder With a New Medication,Depressive Disorder | Anhedonia,False,explicit_major_depression,1
NCT03051256,"Safety, Tolerability, PK Profile, and Symptom Response of a 7-Day Dosing With 25 mg or 50 mg Daily of REL-1017 in MDD","Depressive Disorder, Major | Depressive Disorder, Treatment-Resistant",True,,1
NCT03053362,THINC-it Vortioxetine - Sensitivity to Change,Major Depressive Disorder | Cognitive Change,False,randomized,1
NCT03097133,"54135419SUI3002: A Study to Evaluate the Efficacy and Safety of Intranasal Esketamine in Addition to Comprehensive Standard of Care for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Adult Participants Assessed to be at Imminent Risk for Suicide","Depressive Disorder, Major",True,,1
NCT03113968,ELEKT-D: Electroconvulsive Therapy (ECT) vs. Ketamine in Patients With Treatment Resistant Depression (TRD),Treatment Resistant Depression | Electroconvulsive Therapy | ECT | Ketamine | Psychiatric Disorder | Depression | Major Depressive Disorder | Major Depressive Episode | Unipolar Depression,True,,1
NCT03181529,Effects of Psilocybin in Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT03185819,"Study to Evaluate the Efficacy and Safety of 3 Fixed Doses of Intranasal Esketamine in Addition to Comprehensive Standard of Care for the Rapid Reduction of the Symptoms of Major Depressive Disorder, Including Suicidal Ideation, in Pediatric Participants Assessed to be at Imminent Risk for Suicide","Depressive Disorder, Major",True,,2
NCT03188185,A Study of ALKS 5461 for Treatment Refractory Major Depressive Disorder (MDD),Major Depressive Disorder,True,,2
NCT03193398,BTRX-246040 Administered Once Daily to Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT03227224,A Study to Evaluate the Efficacy and Safety of JNJ-42847922 as Adjunctive Therapy to Antidepressants in Adult Participants With Major Depressive Disorder Who Have Responded Inadequately to Antidepressant Therapy,"Depressive Disorder, Major",True,,2
NCT03249376,Lumateperone Monotherapy for the Treatment of Bipolar Depression Conducted Globally,Bipolar Depression,False,explicit_major_depression;no_mixed_bipolar_schizophrenia,1
NCT03283670,Inhaled Nitrous Oxide for Treatment-Resistant Depression: Optimizing Dosing Strategies,"Depressive Disorder, Major | Depressive Disorder, Treatment-Resistant",False,parallel,3
NCT03321526,"A Study to Compare the Efficacy, Safety, and Tolerability of JNJ-42847922 Versus Quetiapine Extended-Release as Adjunctive Therapy to Antidepressants in Adult Participants With Major Depressive Disorder Who Have Responded Inadequately to Antidepressant Therapy","Depressive Disorder, Major",True,,2
NCT03429075,Psilocybin vs Escitalopram for Major Depressive Disorder: Comparative Mechanisms,"Depressive Disorder, Major",True,,1
NCT03433339,Spinal Cord Stimulation for the Treatment of Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT03446846,A Study to Evaluate the Efficacy and Safety of MIN-117 in Adult Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT03489304,Zaleplon in HIV Patients With Depression,HIV/AIDS | Clinical Depression,False,randomized;parallel;explicit_major_depression,1
NCT03505905,A Neurosteroid Intervention for Menopausal and Perimenopausal Depression,Major Depressive Disorder | Menopause | Perimenopause,False,parallel,2
NCT03538691,"A Trial to Evaluate the Efficacy, Safety & Tolerability of Brexpiprazole in the Maintenance Treatment of Adults With Major Depressive Disorder",Major Depressive Disorder,True,,3
NCT03543410,A Clinical Study to Test the Effectiveness of an Investigational Drug to Treat People That Have Major Depressive Episodes When They Have Bipolar 1 Depression,Depressive Episode | Bipolar 1 Depression,False,explicit_major_depression;no_mixed_bipolar_schizophrenia,1
NCT03559192,A Study to Explore the Efficacy of JNJ-67953964 in the Treatment of Depression,"Depressive Disorder, Major",True,,2
NCT03569475,"Efficacy, Safety, and Tolerability of Levomilnacipran ER in Pediatric Patients (7-17 Years) With Major Depressive Disorder",Major Depressive Disorder,True,,2
NCT03586427,Zelquistinel in the Treatment of Major Depressive Disorder,"Depressive Disorder, Major",True,,1
NCT03595579,Assessing Symptomatic Clinical Episodes in Depression,Major Depressive Disorder,True,,1
NCT03672175,A Study to Evaluate the Efficacy of SAGE-217 in the Treatment of Adult Participants With Major Depressive Disorder,Major Depressive Disorder,True,,3
NCT03692910,A Study to Evaluate SAGE-217 in Participants With Bipolar I/II Disorder With a Current Major Depressive Episode,Bipolar Disorder I | Bipolar Disorder II | Major Depressive Episode,False,randomized;parallel;no_mixed_bipolar_schizophrenia,1
NCT03697603,A Study of Brexpiprazole in Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT03726658,Zelquistinel in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT03737474,A Long-Term Study of Brexpiprazole in Patients With Major Depressive Disorder,Major Depressive Disorder,False,randomized;parallel,1
NCT03738215,"Efficacy, Safety and Tolerability of Cariprazine as an Adjunctive Treatment to Antidepressant Therapy (ADT) in Patients With Major Depressive Disorder (MDD) Who Have Had an Inadequate Response to Antidepressants Alone",Major Depressive Disorder,True,,2
NCT03739203,"The Objective of This Study is to Evaluate the Efficacy, Safety and Tolerability of Cariprazine as an Adjunctive Treatment to Antidepressant Therapy (ADT) in Patients With Major Depressive Disorder (MDD) Who Have Had an Inadequate Response to Antidepressants Alone",Major Depressive Disorder,True,,2
NCT03756129,Proof of Concept Study Evaluating the Efficacy and Safety of MIJ821 in Patients With Treatment-resistant Depression,"Depressive Disorder, Treatment-Resistant",False,explicit_major_depression,1
NCT03822416,Treating Smokers With Mental Illness,Smoking Cessation | Cigarette Smoking | Schizophrenia | Psychotic Disorders | Major Depressive Disorder | Bipolar Disorder I | Bipolar II Disorder | Mental Illness,False,no_mixed_bipolar_schizophrenia,1
NCT03864614,A Study to Evaluate SAGE-217 in Adult Participants With Major Depressive Disorder (MDD),Major Depressive Disorder,False,randomized;parallel,1
NCT03866174,A Study of Psilocybin for Major Depressive Disorder (MDD),"Depressive Disorder, Major",True,,1
NCT03913013,Technology Enhanced Family Treatment,Mood Disorders | Bipolar Disorder | Major Depression,False,no_mixed_bipolar_schizophrenia,1
NCT03968159,Adjunctive Pimavanserin in Subjects With Major Depressive Disorder and Inadequate Response to Antidepressant Treatment,Adjunctive Treatment of Major Depressive Disorder,True,,1
NCT04019704,A Trial of AXS-05 in Patients With Major Depressive Disorder,Depression | Major Depressive Disorder,True,,1
NCT04039022,Open-Label Safety Study of AXS-05 in Subjects With Depression,Major Depressive Disorder | Treatment Resistant Depression | Depression,False,randomized;parallel,1
NCT04080752,A Study of JNJ-61393215 in the Treatment of Depression,Major Depressive Disorder With Anxious Distress,True,,1
NCT04103892,A Study of CLE-100 (Oral Esketamine) in Addition to Standard Antidepressant Drug for Major Depressive Disorder - CLEO Study,Adjunctive Treatment of Major Depressive Disorder,True,,1
NCT04116528,Opiate Suicide Study in Patients With Major Depression,Major Depressive Disorder,True,,1
NCT04121091,"Pramipexole to Target ""Anhedonic Depression""","Depression, Bipolar | Depression, Unipolar | Dysthymia | Anhedonia",False,randomized;parallel;explicit_major_depression;no_mixed_bipolar_schizophrenia,1
NCT04177706,Ketamine for the Treatment of Opioid Use Disorder and Depression,Depression | Opioid-use Disorder | Opioid Abuse,False,explicit_major_depression,1
NCT04221230,Study in Major Depressive Disorder With NMRA-335140 (BTRX-335140) vs Placebo,Major Depressive Disorder,True,,1
NCT04244253,A Phase 2 Trial of OPC-64005 for Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT04285515,Clinical Trial Evaluating Lumateperone Monotherapy in the Treatment of Bipolar Depression or Major Depressive Disorder,Bipolar Depression | Major Depressive Disorder,False,no_mixed_bipolar_schizophrenia,1
NCT04338321,"A Long-term Comparison of Esketamine Nasal Spray Versus Quetiapine Extended Release, Both in Combination With a Selective Serotonin Reuptake Inhibitor/Serotonin-Norepinephrine Reuptake Inhibitor, in Participants With Treatment Resistant Major Depressive Disorder","Depressive Disorder, Major",True,,1
NCT04345471,A Study of MD-120 in Patients With Depression,Major Depressive Disorder,True,,1
NCT04395183,5-HTP and Creatine for Depression,Major Depressive Disorder,True,,1
NCT04437485,eIMPACT-DM Pilot Trial: Depression Treatment to Reduce Diabetes Risk,Depression | Major Depressive Disorder | Dysthymic Disorder | Depressive Symptoms | Type 2 Diabetes | PreDiabetes | Insulin Resistance,True,,1
NCT04442490,A Study to Evaluate the Efficacy of Sage-217 in the Treatment of Adult Participants With Major Depressive Disorder (MDD),"Depressive Disorder, Major",True,,1
NCT04442503,A Study to Evaluate the Efficacy and Safety of SAGE-217 in Participants With Severe Postpartum Depression (PPD),"Depression, Postpartum",False,explicit_major_depression,1
NCT04476030,A Comparative Study of Sage-217 Plus an Antidepressant (ADT) Versus Placebo Plus an ADT in Adults With Major Depressive Disorder,"Depressive Disorder, Major",True,,1
NCT04479852,A Study of the Safety and Efficacy of SP-624 in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT04504253,A Pilot Study of Creatine Monohydrate as an Augmenting Agent for ECT in Persons With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT04521478,A Study to Test the Effect of Different Doses of BI 1358894 and Quetiapine in People With Depression,"Depressive Disorder, Major",True,,1
NCT04533529,A Study of Seltorexant as Adjunctive Therapy to Antidepressants in Adult and Elderly Participants With Major Depressive Disorder With Insomnia Symptoms Who Have Responded Inadequately to Antidepressant and Long-term Safety Extension Treatment With Seltorexant,"Depressive Disorder, Major",True,,4
NCT04688164,A Study to Assess the Efficacy and Safety of REL-1017 as Adjunctive Treatment for Major Depressive Disorder (MDD),Major Depressive Disorder,True,,1
NCT04855760,Safety of REL-1017 for Major Depressive Disorder,Major Depressive Disorder,False,randomized;parallel,1
NCT04916548,Repeated Neurocognitive Measurements in Depressed Patients,"Depression, Unipolar",False,randomized;parallel;explicit_major_depression,1
NCT04979910,Targeting IL-17A for Treatment-Resistant Depression,Major Depressive Disorder,False,randomized;parallel,1
NCT04985942,Clinical Trial of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT05061706,Multicenter Study of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,True,,1
NCT05061719,An Open-label Study of Lumateperone as Adjunctive Therapy in the Treatment of Patients With Major Depressive Disorder,Major Depressive Disorder,False,randomized;parallel,1
NCT05081167,A Study to Assess the Efficacy and Safety of REL-1017 as Monotherapy for Major Depressive Disorder (MDD),Major Depressive Disorder,True,,1
NCT05165394,Study to Evaluate the Efficacy and Safety of Once-Weekly Oral NBI-1065846 in the Treatment of Anhedonia in MDD,Anhedonia | Major Depressive Disorder,True,,1
NCT05168735,Ketamine + Mindfulness for Depression,"Depression, Unipolar",False,explicit_major_depression,1
NCT05439603,ANC-501 in the Treatment of Adults With Major Depressive Disorder,Major Depressive Disorder,False,randomized;parallel,1
NCT05454410,"Study of Efficacy, Safety, Tolerability and Pharmacokinetics of MIJ821 in Participants With Treatment- Resistant Depression (TRD)",Treatment-Resistant Depression,False,explicit_major_depression,1
NCT05455684,A Study of Aticaprant as Adjunctive Therapy in Adult Participants With Major Depressive Disorder (MDD) With Moderate-to-severe Anhedonia and Inadequate Response to Current Antidepressant Therapy,"Depressive Disorder, Major | Anhedonia",True,,1
NCT05550532,A Study of Aticaprant 10 Milligrams (mg) as Adjunctive Therapy in Adult Participants With MDD With Moderate-to-severe Anhedonia and Inadequate Response to Current Antidepressant Therapy,"Depressive Disorder, Major | Anhedonia",True,,1
NCT05680727,Individualized Functional Connectivity Targeting in aiTBS for Depression,"Depressive Disorder, Major | Depression | Mood Disorders | Mental Disorder | Psychiatric Disorder",True,,1
NCT05686408,Study to Evaluate TNX-601 ER Monotherapy Versus Placebo in Patients With Major Depressive Disorder (MDD),"Depression | Depressive Disorder | Depressive Symptoms | Depressive Disorder, Major | Depressive Episode | Depression Severe",True,,1
NCT06126497,Study Evaluating Safety and Efficacy of Ropanicant in MDD Patients,Major Depressive Disorder,True,,1
NCT06235905,Open-Label of SPN-820 in Adults With Major Depressive Disorder,Major Depressive Disorder,False,randomized;parallel,1
NCT06280235,A Study to Test Different Doses of BI 1569912 in People With Depression Who Take Anti-depressive Medicine,"Depressive Disorder, Major",True,,1
NCT06309277,A Clinical Study to Evaluate of Single and Multiple Oral Doses of GM-1020 in Patients With MDD,Major Depressive Disorder,False,parallel,1
NCT06340958,A Study of CLE-100 (Oral Esketamine) as an Adjunctive Treatment to Standard Antidepressants for Major Depressive Disorder,Adjunctive Treatment of Major Depressive Disorder (MDD),True,,1
NCT06558344,A Study to Test Different Doses of BI 1569912 in People With Depression,"Depressive Disorder, Major",True,,1
